created_at,package,version,publisher,license,unpacked_size,description
2026-09-23T14:10:40Z,@socialrobot-io/rachet-sdk,0.1.0,ntgussoni,AGPL-3.0-only,45645,Browser-compatible SDK for triggering Rachet workflows
2026-09-23T14:11:49Z,@orcawhisperer/lathe-ag-ui,0.1.0,orcawhisperer,Apache-2.0,19070,AG-UI protocol middleware and SSE emitter for Lathe compiled A2UI v0.9 surfaces with shape-hash caching and @lathe/guard enforcement.
2026-09-23T14:13:50Z,@fastxyz/fastid-sdk,0.1.0,robertorosmaninhofast,Apache-2.0,336909,"Programmatic client for id.fast.xyz — everything a non-admin user can do, for agents"
2026-09-23T14:13:53Z,@forthtilliath/typescript-config,0.1.0,forthtilliath,MIT,8575,"Shared tsconfig bases: plain TypeScript, React, Next.js and Angular."
2026-09-23T14:14:11Z,@mrayyan911/usage-pill,1.0.1,mrayyan911,MIT,141363,Minimal always-on-top desktop overlay showing real-time Claude Code / Codex usage
2026-09-23T14:14:58Z,@deskpro/app-sdk-types,6.0.9,lrdkerwin,MIT,15333,Types for the messages and objects exchanged between Deskpro and apps built with @deskpro/app-sdk
2026-09-23T14:15:13Z,code-review-feedback,0.1.1,srtfisher,MIT,778435,"An agent skill and local web app for answering pull request review feedback, with a human approving every reply."
2026-09-23T14:15:28Z,eslint-config-compact-base,1.0.0,nullcaution,MIT,975,Compact base ESLint configuration
2026-09-23T14:15:28Z,@berstend/stagehand,4.1.0,berstend,MIT,3487603,Fork of Stagehand with support for separate extension CDP URLs
2026-09-23T14:15:45Z,@zeitonline/zon-carousel,1.0.0,zeitonline,MIT,131897,"Accessible <zon-carousel> web component with light-DOM slides, controls, dots and autoplay support. Single source of truth for the ZEIT Online carousel."
2026-09-23T14:15:49Z,@buildia/mcp,0.1.0,pabloeivenx,MIT,1756541,"BUILDIA - conector MCP de Buildgroup para trabajar con Autodesk Revit desde asistentes de IA (Claude, Ollama, Gemini y otros). Producto independiente, no afiliado a Autodesk."
2026-09-23T14:15:51Z,opencode-zft,0.2.0-alpha.3,jlamweil,Apache-2.0,17814,"opencode gates for zft — the contract-first traceability framework. A dispatch gate that requires a contract binding before implementation work, and an L0 lint gate that fires on every .zft/ edit."
2026-09-23T14:17:20Z,dsh-schedule-later,0.5.0,adithyanraj,MIT,210124,"Schedule a message into a dsh chat for later: a Schedule button in the message box with a date and time picker, a sidebar panel of pending messages across chats, delivery as a normal user message eve…"
2026-09-23T14:17:33Z,@typeflux/temporal,0.1.0,chulf,Apache-2.0,776392,"Typeflux TypeScript SDK — typed AI activities for Temporal, conformant with the cross-SDK contracts (contracts/, CONTRACT_VERSION=1)."
2026-09-23T14:17:37Z,@typeflux/temporal-worker,0.1.0,chulf,Apache-2.0,131559,Opt-in Temporal worker integration for the Typeflux TypeScript SDK — registers typed AI activities and bootstraps a @temporalio worker + client. Keeps @typeflux/temporal dependency-light.
2026-09-23T14:17:41Z,@typeflux/temporal-yaml,0.1.0,chulf,Apache-2.0,2186456,"Opt-in declarative YAML runtime for the Typeflux TypeScript SDK — loads, env-interpolates, and validates a typeflux.yaml spec, and builds activities + a workflow from it. Keeps @typeflux/temporal dep…"
2026-09-23T14:17:42Z,@yeyo11/google-docs-mcp,0.1.0,yeyo11,MIT,89150,"Read-only MCP server for Google Docs that explains a document's comments in detail: authors, dates, status, quoted text and full reply threads. OAuth 2.0 sign-in."
2026-09-23T14:17:45Z,@typeflux/temporal-controlplane,0.1.0,chulf,Apache-2.0,1560410,"Control-plane server for TypeScript Typeflux projects — governance reads, validation, and Temporal-backed start/status/drain operations at contract parity with the Python control plane. Hosts TS proj…"
2026-09-23T14:18:14Z,@fluid-topics/ftds-select,2.2.17,antidot,ISC,1358052,Value selector for a predefined list of choices
2026-09-23T14:18:20Z,@orcawhisperer/lathe-react,0.1.0,orcawhisperer,Apache-2.0,49539,"A2UI v0.9 surface renderer with shadcn/ui styling, confidence-driven runner-up swap pills, and two-way RFC 6901 JSON Pointer state patching."
2026-09-23T14:19:36Z,@orcawhisperer/lathe-mcp,0.1.0,orcawhisperer,Apache-2.0,101143,Model Context Protocol (MCP) & Tool-Call Auto-UI Bridge for Lathe (compiles any MCP tool result + follow-up action schema into a verified @lathe/shadcn A2UI v0.9 surface over AG-UI)
2026-09-23T14:20:02Z,@chnak/fly,0.1.0,chnak,MIT,105987,Trainable readout models on top of the MaleCNS fly-brain connectome for Flappy-like control.
2026-09-23T14:20:14Z,@orcawhisperer/lathe-cli,0.1.0,orcawhisperer,Apache-2.0,46465,"Command-line compiler, catalog linter, guard verifier, and HTML renderer for Lathe (A2UI v0.9 + AG-UI + TypeSafe System One)"
2026-09-23T14:20:16Z,jev-sec-audit,1.0.2,dhanushnehru,MIT,9652,Lightning-fast AI-powered supply chain security using Jev (System 1 models). Zero dependencies.
2026-09-23T14:20:55Z,@redfoxxo/pounce,1.0.0,redfoxxo,MIT,1647717,"MCP server for Targetprocess: read and manage cards by name, with your team rules enforced and every write verified"
2026-09-23T14:21:35Z,@better-iam/core,0.1.0,legionedge,MIT,329490,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:37Z,@better-iam/a2a,0.1.0,legionedge,MIT,139572,"Agent2Agent (A2A) support: IAM-attested agent cards, card verification and discovery, and authorization for A2A servers."
2026-09-23T14:21:39Z,@kova1/pullr,0.1.0,kova1,MIT,7372,Fast-forward pull every git repository under a directory
2026-09-23T14:21:39Z,@better-iam/adapter-libsql,0.1.0,legionedge,MIT,31891,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:41Z,@better-iam/adapter-postgres,0.1.0,legionedge,MIT,23458,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:43Z,@better-iam/adapter-sqlite,0.1.0,legionedge,MIT,30967,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:45Z,@better-iam/auth,0.1.0,legionedge,MIT,388452,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:47Z,@better-iam/client,0.1.0,legionedge,MIT,48571,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:48Z,@better-iam/mcp,0.1.0,legionedge,MIT,58050,"Tool-level authorization for Model Context Protocol servers: Better IAM credentials, agents and OAuth tokens."
2026-09-23T14:21:50Z,@better-iam/projects,0.1.0,legionedge,MIT,24611,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:52Z,@better-iam/middleware,0.1.0,legionedge,MIT,113109,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:54Z,@better-iam/oauth,0.1.0,legionedge,MIT,340718,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:55Z,@better-iam/react,0.1.0,legionedge,MIT,83561,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:21:58Z,@better-iam/saml,0.1.0,legionedge,MIT,90727,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:00Z,@better-iam/scim,0.1.0,legionedge,MIT,285918,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:02Z,@better-iam/server,0.1.0,legionedge,MIT,5116442,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:04Z,@better-iam/vue,0.1.0,legionedge,MIT,55897,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:05Z,@better-iam/cli,0.1.0,legionedge,MIT,340935,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:07Z,@better-iam/nestjs,0.1.0,legionedge,MIT,145347,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:09Z,@better-iam/next,0.1.0,legionedge,MIT,364524,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:11Z,@better-iam/nuxt,0.1.0,legionedge,MIT,71288,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:12Z,@better-iam/react-router,0.1.0,legionedge,MIT,29550,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:14Z,@better-iam/svelte,0.1.0,legionedge,MIT,70024,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:16Z,better-iam,0.1.0,legionedge,MIT,28119,"Composable authentication, identity provisioning, and tenant-scoped access management."
2026-09-23T14:22:24Z,w-knowledge-extract,1.0.0,semisphere,MIT,5372388,"A general-purpose pipeline for fetching, extracting, relating and distilling knowledge."
2026-09-23T14:24:02Z,visonaut,0.1.0,diegohaz,MIT,48132,Upload visual captures and inspect Visonaut review status
2026-09-23T14:24:06Z,@visonaut/playwright,0.1.0,diegohaz,MIT,96990,Prepared visual capture and final-successful-attempt reporting for Visonaut
2026-09-23T14:24:09Z,create-rat-stack-plus,0.1.0,leoisadev,MIT,251544,"Scaffold a typed full-stack app on Cloudflare with Alchemy, D1, Turborepo, Oxlint, and a themed shadcn/ui package."
2026-09-23T14:27:15Z,@typeflux/control-plane-client,1.15.1,chulf,Apache-2.0,213436,Generated TypeScript client for the Typeflux control-plane HTTP API. Types are derived from the normative contract (contracts/controlplane/openapi.v1.json); never hand-edit src/schema.ts. The major v…
2026-09-23T14:27:33Z,@amir83nasr/10router,0.5.96,amir83nasr,,24270851,10Router dashboard
2026-09-23T14:28:03Z,pi-kiro-cache-key,1.0.0,zhengziyi,MIT,5375,pi extension: inject metadata.user_id so Anthropic-compatible proxies honor prompt caching
2026-09-23T14:28:10Z,pi-commit-impact,1.0.0,marcelblijleven,,70269,Pi extension that estimates production regression risk for commits using Jev HTTP plus local heuristics.
2026-09-23T14:28:40Z,@erathaowl/pi-chatgpt-limit,0.3.4,erathaowl,MIT,53122,Show ChatGPT Codex subscription usage in pi's footer
2026-09-23T14:28:51Z,@ronmu/checkin-workbuddy-linux-x64,1.0.13-20260923-2227.0,htz,,26686127,checkin-workbuddy 平台二进制包（linux-x64），由主包 @ronmu/checkin-workbuddy 自动安装
2026-09-23T14:28:58Z,@ronmu/checkin-workbuddy-linux-arm64,1.0.13-20260923-2227.0,htz,,23663941,checkin-workbuddy 平台二进制包（linux-arm64），由主包 @ronmu/checkin-workbuddy 自动安装
2026-09-23T14:29:31Z,@maromocooo/skill-dispatch,0.1.0,maromocooo,MIT,800263,Observable multi-skill routing for Claude Code and Codex.
2026-09-23T14:29:39Z,@legendapp/frame,0.0.1-next.1,jmeistrich,MIT,1197173,Legend Frame — native applications with React Native and Expo
2026-09-23T14:29:41Z,@gitmyabi/qhvnusddatafeed,1.0.0,gitmyabi-bot,MIT,83206,"Auto-generated TypeScript type bindings for QHVNUsdDataFeed (build etherscan-qhvnusddatafeed-60606001-1790173670283, commit 5f6d9fc, branch etherscan)"
2026-09-23T14:30:13Z,@wasto/sdk,1.0.3,techerpierre,,480759,"DTOs, types and HTTP client for Wasto API"
2026-09-23T14:30:34Z,@wasto/cms-components,1.5.10,techerpierre,ISC,1236159,Wast'O CMS React Native components
2026-09-23T14:30:39Z,botconnector-cli-win32-x64,0.1.0,botconnector,MIT,144824739,BotConnector CLI prebuilt binary for Windows x64. Not meant to be installed directly -- see the botconnector-cli package.
2026-09-23T14:30:59Z,@heartlandone/vega-vue-sandbox-pr-3331-749cca009625cad037c244304c4644acd7d98759,2.103.0,aprilzhu,UNLICENSED,147755,Vue specific wrapper for @globalpayments/vega
2026-09-23T14:31:04Z,@heartlandone/vega-angular-sandbox-pr-3331-749cca009625cad037c244304c4644acd7d98759,2.103.0,aprilzhu,UNLICENSED,2040527,Angular specific wrapper for @globalpayments/vega
2026-09-23T14:31:06Z,@komity/audit-kit,1.0.1,bgi-komity,ISC,358428,ORM-agnostic audit logging for NestJS applications
2026-09-23T14:31:07Z,@scrapingisnotacrime/sdk,0.1.0,angeljunior,MIT,186171,"Official Node.js/TypeScript SDK for the ScrapingIsNotACrime public data API — Instagram, TikTok, YouTube, GitHub, Hacker News, Bluesky, Twitch, App Store and Linktree."
2026-09-23T14:31:23Z,@heartlandone/vega-react-sandbox-pr-3331-749cca009625cad037c244304c4644acd7d98759,2.103.0,aprilzhu,UNLICENSED,107641,React specific wrapper for @globalpayments/vega
2026-09-23T14:31:23Z,@heartlandone/vega-sandbox-pr-3331-749cca009625cad037c244304c4644acd7d98759,2.103.0,aprilzhu,UNLICENSED,39595224,Vega - the design system of Global Payment Systems
2026-09-23T14:31:48Z,pi-doom-hud,1.0.0,kylelavorato,MIT,1311959,"Doom-style Pi status bar with a high-resolution image face, universal quadrant-block fallback, live context and cost stats, and test-health controls"
2026-09-23T14:31:53Z,@metalagman/layajev-linux-x64,0.2.0,metalagman,MIT,32196762,@metalagman/layajev binary for linux/amd64
2026-09-23T14:31:57Z,botconnector-cli-linux-x64,0.1.0,botconnector,MIT,150100509,BotConnector CLI prebuilt binary for Linux x64. Not meant to be installed directly -- see the botconnector-cli package.
2026-09-23T14:32:19Z,@arkanaio/connector-microsoft-365-licenses,0.1.0,jaumecornado,Apache-2.0,33494,"Microsoft 365 license products, capacity and assignments for ALMA."
2026-09-23T14:32:30Z,@gradethread/sdk,0.1.0,pearsonmedia,MIT,34838,Official JavaScript/TypeScript SDK for the GradeThread Grade-as-a-Service API: AI clothing condition grading.
2026-09-23T14:32:44Z,botconnector-cli,0.1.0,botconnector,MIT,2257,"BotConnector CLI/TUI -- a local-first AI agent for the terminal, built on opencode."
2026-09-23T14:32:56Z,@liuhange/dsh-visibility-doctor,1.0.0,liuhange,MIT,81971,dsh 插件曝光度诊断与采用率提升 CLI 工具
2026-09-23T14:33:20Z,@palembang/core,0.5.0,ybtiger107,,21112,Dependency-free JavaScript Core SDK for rendering the Palembang Graphic System.
2026-09-23T14:34:43Z,@hostanagent/client-core,0.2.4,eerdeni,MIT,95470,"Headless HostAnAgent client, snapshots and SSE recovery"
2026-09-23T14:34:48Z,@vnkr-labs/icons,1.0.0,vnkr-io,MIT,10998857,"VNKR Icons — 6000+ SVG icons (filled + outline). JSON data, SVG files, categories."
2026-09-23T14:34:49Z,@hostanagent/tool-runner,0.2.4,eerdeni,MIT,28829,Explicit application-owned executor coordination
2026-09-23T14:34:59Z,dsh-antigravity,0.0.7,miyamiz39,MIT,799218,Google Antigravity / Cloud Code Assist model provider for DeepSeek Harness
2026-09-23T14:35:02Z,@vnkr-labs/icons-sprite,1.0.0,vnkr-io,MIT,4957995,VNKR Icons — SVG sprite files (filled + outline)
2026-09-23T14:35:39Z,@vnkr-labs/icons-react,1.0.0,vnkr-io,MIT,65807463,A set of free MIT-licensed high-quality SVG icons for you to use in your web projects.
2026-09-23T14:36:52Z,@vnkr-labs/icons-react-native,1.0.0,vnkr-io,MIT,49334121,A set of free MIT-licensed high-quality SVG icons for you to use in your web projects.
2026-09-23T14:37:11Z,dsh-codinput,0.1.0,witherwithwinter,MIT,1653020,DSH WebUI 插件：把聊天输入框变成代码编辑器一样的输入风格（CodeMirror 6 接管 conversation.composer.bar）。
2026-09-23T14:37:11Z,@vnkr-labs/icons-svelte,1.0.0,vnkr-io,MIT,7285568,A set of free MIT-licensed high-quality SVG icons for you to use in your web projects.
2026-09-23T14:37:14Z,@letmeknow/darwin-x64,0.1.0,spojmw,MIT,14476219,letmeknow binary for darwin-x64
2026-09-23T14:37:19Z,@letmeknow/linux-arm64,0.1.0,spojmw,MIT,15429334,letmeknow binary for linux-arm64
2026-09-23T14:37:25Z,@letmeknow/linux-x64,0.1.0,spojmw,MIT,16274952,letmeknow binary for linux-x64
